"NumLic","CodUG","Instituicao","ModComp","Processo","CodOrgao","NomeOrgao","CNPJVencedor","NomeVencedor","Descricao","Quant","Valor","Mes","Ano"
12019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","012364/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","16675524000112","MS DECORACOES LTDA","PERSIANA",9,2590,"Janeiro","2019"
152018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","TOMADA DE PRECOS","012066/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06046910000191","PROPLANO ENGENHARIA LTDA","OBRAS CIVIS PUBLICAS ( CONSTRUCAO )",1,14574.82,"Janeiro","2019"
452018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","012522/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04196357000148","LINECONTROL COMERCIO IMPORTACAO E EXPORTACAO LTDA","INSTALACAO / MANUTENCAO / REPARO - EQUIPAMENTO LABORATORIO",1,1687.54,"Janeiro","2019"
472018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","011353/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","26872936000104","ALCANCE VERTICAL LOCACOES EIRELI","LOCACAO EQUIPAMENTO ELEVACAO / MOVIMENTACAO DE CARGA",1,14220,"Janeiro","2019"
582018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","012364/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","16675524000112","MS DECORACOES LTDA","INSTALACAO/MANUTENCAO- EQUIPAMENTO ELETRONICO/ELETROMECANICO",1,2590,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","AMACIANTE DE ROUPA",200,688,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","02954216000111","ATACADAO MATERIAL DE LIMPEZA LTDA","BORRIFADOR",100,260,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","02954216000111","ATACADAO MATERIAL DE LIMPEZA LTDA","CAPACHO",20,1796,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","CERA POLIMENTO PISO",120,588,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15407876000124","ALEXANDRE H M CHAMONE COMERCIO","CERA POLIMENTO PISO",6000,20940,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","26453454000101","PORTAL DO VALE COMERCIO E SERVICOS EIRELI","COADOR DESCARTAVEL CAFE",1000,2300,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","19176228000165","ECO SITE PRODUTOS PARA DEFESA AMBIENTAL - EIRELI","CONTAINER",3,3832.5,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15407876000124","ALEXANDRE H M CHAMONE COMERCIO","COPO DESCARTAVEL",1000,3110,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","26453454000101","PORTAL DO VALE COMERCIO E SERVICOS EIRELI","COPO DESCARTAVEL",2000,2200,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10575521000120","ULTIMAX EIRELI","DESINFETANTE",12000,25200,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10575521000120","ULTIMAX EIRELI","DESINFETANTE",12000,25200,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","16617470000139","COMERCIAL MOREIRA & MARTINS LTDA","DESODORIZADOR SANITARIO",1200,1056,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15407876000124","ALEXANDRE H M CHAMONE COMERCIO","DETERGENTE",4200,4872,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","07176255000159","IDEAL QUIMICA INDUSTRIA DE DETERGENTES LTDA","DETERGENTE",500,4750,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","16617470000139","COMERCIAL MOREIRA & MARTINS LTDA","DISPENSER HIGIENIZADOR",100,2371,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","26453454000101","PORTAL DO VALE COMERCIO E SERVICOS EIRELI","DISPENSER PAPEL TOALHA",100,1749,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","ESCOVA ROUPA",100,190,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","FLANELA",2000,1660,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","23407083000133","ARTE ORIGINAL LTDA","FOSFORO",500,1300,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15407876000124","ALEXANDRE H M CHAMONE COMERCIO","GUARDANAPO DE PAPEL",500,690,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15407876000124","ALEXANDRE H M CHAMONE COMERCIO","HIDROXIDO DE SODIO",500,6370,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","13986656000177","COMERCIAL MARELLY EIRELI","LIXEIRA",30,702,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","23407083000133","ARTE ORIGINAL LTDA","LIXEIRA",70,2380,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","16617470000139","COMERCIAL MOREIRA & MARTINS LTDA","LUVA BORRACHA",2000,4040,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","LUVA BORRACHA",2000,3600,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","LUVA PARA PROCEDIMENTO NAO CIRURGICO",50,170,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","23407083000133","ARTE ORIGINAL LTDA","MASCARA CIRURGICA",1000,2250,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","02954216000111","ATACADAO MATERIAL DE LIMPEZA LTDA","PALHA ACO",500,320,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","02954216000111","ATACADAO MATERIAL DE LIMPEZA LTDA","PALHA ACO",500,310,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15407876000124","ALEXANDRE H M CHAMONE COMERCIO","PALHA ACO",500,305,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","25108363000176","CAPRICHO'S COMERCIO E SERVICOS EIRELI","PAPEL HIGIENICO",2500,53425,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","PAPEL HIGIENICO",17920,8064,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","16617470000139","COMERCIAL MOREIRA & MARTINS LTDA","PORTA-PAPEL HIGIENICO",100,2241,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11387190000168","WOLTINE COMERCIO E REPRESENTACAO EIRELI","RODO",100,490,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10575521000120","ULTIMAX EIRELI","SABONETE LIQUIDO",150,1746,"Janeiro","2019"
2272018,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","010091/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","05268903000171","BELA E CHIC INDUSTRIA E COMERCIO DE COSMETICOS ESPECIAIS LTDA","SABONETE LIQUIDO",540,2068.2,"Janeiro","2019"
