"NumLic","CodUG","Instituicao","ModComp","Processo","CodOrgao","NomeOrgao","CNPJVencedor","NomeVencedor","Descricao","Quant","Valor","Mes","Ano"
652016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","015898/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","62532007000705","EATON POWER SOLUTION LTDA","BATERIA TERMICA",64,8320,"Janeiro","2016"
2732015,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","012250/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06260292000188","DK8 AUTOMACAO INDUSTRIAL EIRELI","MODULO DIDATICO",1,67539.99,"Janeiro","2016"
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11026389000160","MANSUR SOLUCOES EIRELI","ARGAMASSA",2800,6384,"Janeiro","2016"
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04082411000124","MARLA CONSTRUCOES LTDA","ARGAMASSA",1350,4725,"Janeiro","2016"
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04082411000124","MARLA CONSTRUCOES LTDA","ARGAMASSA",8000,2400,"Janeiro","2016"
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04082411000124","MARLA CONSTRUCOES LTDA","AZULEJO",1200,29280,"Janeiro","2016"
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04082411000124","MARLA CONSTRUCOES LTDA","REVESTIMENTO CERAMICO",400,5980,"Janeiro","2016"
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11026389000160","MANSUR SOLUCOES EIRELI","REVESTIMENTO CERAMICO",300,10047,"Janeiro","2016"
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04082411000124","MARLA CONSTRUCOES LTDA","SOLUCAO",406,8038.8,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","AREIA",1000,34700,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","AREIA",1000,41550,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","00517281000154","MACOVAN INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LTDA","BLOCO DE CONCRETO",10000,18000,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","00517281000154","MACOVAN INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LTDA","BLOCO DE CONCRETO",10000,19500,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","BRITA",1000,58820,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","BRITA",1000,51650,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","CIMENTO PORTLAND",10000,160000,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","CUMEEIRA",3000,4500,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","20892519000139","ANTONIO MARQUES FILHO & CIA LTDA","CUMEEIRA",1000,24300,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","PARAFUSO FIXACAO TELHADO",2000,800,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","TELHA",500,18000,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71081079000170","DEPOSITO DO FERNANDO LTDA","TELHA",30000,39000,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04082411000124","MARLA CONSTRUCOES LTDA","TELHA",200,2600,"Janeiro","2016"
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04082411000124","MARLA CONSTRUCOES LTDA","TELHA",500,15000,"Janeiro","2016"
