"NumLic","CodUG","Instituicao","ModComp","Processo","CodOrgao","NomeOrgao","CNPJVencedor","NomeVencedor","Descricao","Quant","Valor","Mes","Ano"
12020,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","000168/2020",26282,"UNIVERSIDADE FEDERAL DE VICOSA","02414568000184","FUNDACAO FACEV","ADMINISTRACAO / EXECUCAO PROJETO EDUCACIONAL / CONVENIO / ESTAGIO / UNIVERSITARIO / MONITOR",1,229971.09,"Janeiro","2020"
32019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","CONCORRENCIA","005810/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06036620000167","CONSTRUTORA HCG LTDA","OBRAS CIVIS PUBLICAS ( CONSTRUCAO )",1,4347661.56,"Janeiro","2020"
32020,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","000297/2020",26282,"UNIVERSIDADE FEDERAL DE VICOSA","86389756000190","SANESERVIS ADMINISTRACAO DE SERVICOS LTDA","PRESTACAO DE SERVICO DE LIMPEZA E CONSERVACAO - OUTRAS      NECESSIDADES",792,12782.88,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","BASE RELE FOTOELETRICO ILUMINACAO",15,154.5,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CABO ELETRICO FLEXIVEL",300,765,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CABO ELETRICO FLEXIVEL",1000,1060,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CABO ELETRICO FLEXIVEL",3000,3180,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CABO ELETRICO FLEXIVEL",300,765,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CABO ELETRICO FLEXIVEL",300,765,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CHAVE FUSIVEL",3,1012.5,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CONDULETE",200,210,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","CONDULETE",300,1794,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","DISJUNTOR BAIXA TENSAO",10,89.7,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","DISJUNTOR BAIXA TENSAO",10,81.8,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","ELETRODUTO",100,1552,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","FITA SINALIZACAO",5,94.5,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","LAMPADA LED",400,9900,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","LAMPADA LUZ MISTA",40,576,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","LAMPADA LUZ MISTA",40,944.8,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","QUADRO DISTRIBUICAO",3,594,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","QUADRO DISTRIBUICAO",2,783,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","QUADRO DISTRIBUICAO",2,51.86,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","REATOR IGNITOR",10,897,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","RELE FOTELETRICO",15,286.5,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","TOMADA",50,293.5,"Janeiro","2020"
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10469209000152","ELETRICA CEU LTDA","TOMADA",200,1120,"Janeiro","2020"
1092019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","005528/2019",26282,"UNIVERSIDADE FEDERAL DE VICOSA","22214634000180","SERVARIS COMERCIO E SERVICOS EIRELI","DISCO RIGIDO REMOVIVEL",223,57415.81,"Janeiro","2020"
