"NumLic","CodUG","Instituicao","ModComp","Processo","CodOrgao","NomeOrgao","CNPJVencedor","NomeVencedor","Descricao","Quant","Valor","Mes","Ano"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","'CARNE IN NATURA'",66,649.44,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","'FARINHA TRIGO'",80,177.6,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","'IOGURTE'",500,2972.5,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","'PAO'",144,460.8,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","'QUEIJO'",50,1148,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","BISCOITO",1000,1648,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","BISCOITO",800,1360,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","BISCOITO",400,1994.8,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",360,1208.88,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",10,443.9,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",35,331.87,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",220,873.84,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",300,1872,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",6,739.98,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",40,1678.88,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",130,517.27,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",220,1533.84,"Janeiro","2017"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17186872000199","J P DA SILVA HORTIFRUTI","FRUTA IN NATURA",500,2183.5,"Janeiro","2017"
