"NumLic","CodUG","Instituicao","ModComp","Processo","CodOrgao","NomeOrgao","CNPJVencedor","NomeVencedor","Descricao","Quant","Valor","Mes","Ano"
22014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","22802/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","71011860000179","PLANARTPRODUCOES DE EVENTOS EIRELI","BUFFET",1,20990,"Janeiro","2014"
22014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","0528/2014",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04196645000100","IMPRENSA NACIONAL","DIVULGACAO ESCRITA / TELEVISADA",1,715000,"Janeiro","2014"
32014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23092/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","05407609000101","ALTAS NETWORKS & TELECOM LTDA","INFORMATICA - ATUALIZACAO ( UP GRADE )  DE  CONFIGURACAO  DEEQUIPAMENTO / PROGRAMA",1,28300,"Janeiro","2014"
972013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","21062/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17281106000103","COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG","FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO",1,30572.64,"Janeiro","2014"
3632013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","011678/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","07155490000144","F V ASSIS","BOILER",2,68400,"Janeiro","2014"
3632013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","011678/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","07155490000144","F V ASSIS","BOILER",2,39000,"Janeiro","2014"
5322013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","15442/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01277666000154","C E S DANTAS & CIA LTDA","BUFFET",1,6159,"Janeiro","2014"
5722013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.016032/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","19725936000108","COMERCIAL RIO PARANAIBA LTDA","GASOLINA COMUM",30000,93870,"Janeiro","2014"
5722013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.016032/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","03671733000146","AUTO POSTO EPA LTDA","OLEO DIESEL.",30000,72270,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01542005000109","COMERCIAL COMAG LTDA","CABO REDE COMPUTADOR",20000,198000,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10759917000128","COMETA MATERIAIS ELETRICOS LTDA","CABO REDE COMPUTADOR",50020,85034,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10759917000128","COMETA MATERIAIS ELETRICOS LTDA","CABO REDE COMPUTADOR",50000,123500,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01542005000109","COMERCIAL COMAG LTDA","CABO REDE COMPUTADOR",50000,120000,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10828286000151","PHD COMERCIO E LICITACOES LTDA","CABO REDE COMPUTADOR",10000,169800,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10828286000151","PHD COMERCIO E LICITACOES LTDA","CABO REDE COMPUTADOR",10000,149800,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10828286000151","PHD COMERCIO E LICITACOES LTDA","CABO REDE COMPUTADOR",15000,116700,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","13303039000120","GILMAR SARAIVA GUIMARAES 29724716600","CABO REDE COMPUTADOR",90000,55800,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17744796000190","DEZIO COMERCIO E SERVICOS EIRELI","CONECTOR CABO PAR TRANCADO",30000,51000,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17744796000190","DEZIO COMERCIO E SERVICOS EIRELI","CONECTOR CABO PAR TRANCADO",20000,176000,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10759917000128","COMETA MATERIAIS ELETRICOS LTDA","CONECTOR CABO PAR TRANCADO",20000,6400,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10759917000128","COMETA MATERIAIS ELETRICOS LTDA","CONECTOR CABO PAR TRANCADO",30000,16200,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","00488292000153","COMERCIAL CAMARGO IMPORTACAO E EXPORTACAO LTDA","CONECTOR CABO PAR TRANCADO",20000,200000,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15724019000158","QUALITY ATACADO EIRELI","CONECTOR CABO PAR TRANCADO",10000,59900,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","08140514000154","TOP LAN COMERCIO DE PRODUTOS DE INFORMATICA LTDA.","EXTENSAO OPTICA",100,9099,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01542005000109","COMERCIAL COMAG LTDA","EXTENSAO OPTICA",30,3600,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01542005000109","COMERCIAL COMAG LTDA","EXTENSAO OPTICA",40,5120,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01542005000109","COMERCIAL COMAG LTDA","EXTENSAO OPTICA",30,5700,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01542005000109","COMERCIAL COMAG LTDA","EXTENSAO OPTICA",10,1450,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01542005000109","COMERCIAL COMAG LTDA","EXTENSAO OPTICA",10,1100,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17744796000190","DEZIO COMERCIO E SERVICOS EIRELI","ORGANIZADOR CABOS",600,23400,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","01115345000153","MULTIREDE DISTRIBUIDORA LTDA","PARAFUSO COM BUCHA E PORCA",10000,6000,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","18905983000170","APORTE DISTRIBUICAO E COMERCIO EIRELI","RODIZIO GIRATORIO",300,5997,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","08772301000145","WZ UNIAO AUTOMACAO E ELETRICA EIRELI","REGUA ELETRICA",300,11847,"Janeiro","2014"
6122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","016555/2013",26282,"UNIVERSIDADE FEDERAL DE VICOSA","08140514000154","TOP LAN COMERCIO DE PRODUTOS DE INFORMATICA LTDA.","UNIDADE DE VENTILACAO",300,59997,"Janeiro","2014"
