"NumLic","CodUG","Instituicao","ModComp","Processo","CodOrgao","NomeOrgao","CNPJVencedor","NomeVencedor","Descricao","Quant","Valor","Mes","Ano"
12018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","015267/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06981180000116","CEMIG DISTRIBUICAO S.A","ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO",12,72000,"Janeiro","2018"
12018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","000578/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","17079925000172","CALECHE COMERCIO E SERVICOS LTDA-ME","FORNECIMENTO DE REFEICOES / LANCHES / SALGADOS / DOCES",201600,1499904,"Janeiro","2018"
42018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.000334/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15072268000106","DENISE NEVES DA SILVA - EIRELI","DECORACAO - EVENTOS / SOLENIDADES",1,12980,"Janeiro","2018"
42018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.000334/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","19068553000104","INTEGRAR SERVICOS DE LIMPEZA URBANA LTDA","INSTALACAO / MANUTENCAO / OPERACAO / LOCACAO  -  EQUIPAMENTODE LUZ / IMAGEM / SOM",1,7600,"Janeiro","2018"
42018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.000334/2018",26282,"UNIVERSIDADE FEDERAL DE VICOSA","15072268000106","DENISE NEVES DA SILVA - EIRELI","LOCACAO BENS MOVEIS",1,14290,"Janeiro","2018"
2722017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","009403/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","59205294000130","TRAMPPO COMERCIO E RECICLAGEM DE PRODUTOS INDUSTRIAIS LTDA","INCINERACAO / ATERRAMENTO - RESIDUOS INDUSTRIAIS / LIXO ESPECIAL",16000,22992,"Janeiro","2018"
3022017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","012160/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04764300000106","EFICIENCIA CONSTRUTORA LTDA","INSTALACAO / MANUTENCAO - CERCA / ALAMBRADO / TELA",1000,221870,"Janeiro","2018"
3022017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","012160/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04764300000106","EFICIENCIA CONSTRUTORA LTDA","INSTALACAO / MANUTENCAO - PORTA / CANCELA / PORTAO",200,56598,"Janeiro","2018"
3022017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","012160/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04764300000106","EFICIENCIA CONSTRUTORA LTDA","OBRAS CIVIS DE ESTRUTURAS DE CONCRETO ARMADO",1000,43380,"Janeiro","2018"
3242017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","012922/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","10483192000198","MAIS CIMENTOS LTDA","CIMENTO PORTLAND",10000,170000,"Janeiro","2018"
3372017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","014033/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11502183000160","L. A. NASCIMENTO E CIA LTDA","GAS LIQUEFEITO DE PETROLEO - GLP",50,13804,"Janeiro","2018"
3372017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","014033/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","11502183000160","L. A. NASCIMENTO E CIA LTDA","GAS LIQUEFEITO DE PETROLEO - GLP",400,29066.4,"Janeiro","2018"
3412017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","013890/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06785029000102","RESOTEC  REVESTIMENTOS EPOXI E SERVICOS TECNICOS EIRELI","INSTALACAO / MANUTENCAO - PISOS ALTA RESISTENCIA",750,25117.5,"Janeiro","2018"
3412017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","013890/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06785029000102","RESOTEC  REVESTIMENTOS EPOXI E SERVICOS TECNICOS EIRELI","INSTALACAO / MANUTENCAO - PISOS ALTA RESISTENCIA",780,82071.6,"Janeiro","2018"
3412017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","013890/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06785029000102","RESOTEC  REVESTIMENTOS EPOXI E SERVICOS TECNICOS EIRELI","INSTALACAO / MANUTENCAO - PISOS ALTA RESISTENCIA",780,16965,"Janeiro","2018"
3412017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","013890/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","06785029000102","RESOTEC  REVESTIMENTOS EPOXI E SERVICOS TECNICOS EIRELI","INSTALACAO / MANUTENCAO - PISOS ALTA RESISTENCIA",780,19344,"Janeiro","2018"
3442017,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014481/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","03084315000152","AGASSI & BASSANELLI ALTERNATIVA ARTES GRAFICAS E EDITORA LTDA","BLOCO RECADO",2500,14450,"Janeiro","2018"
3442017,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014481/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","03084315000152","AGASSI & BASSANELLI ALTERNATIVA ARTES GRAFICAS E EDITORA LTDA","CADERNO",2500,13625,"Janeiro","2018"
3442017,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014481/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","03084315000152","AGASSI & BASSANELLI ALTERNATIVA ARTES GRAFICAS E EDITORA LTDA","CANETA ESFEROGRAFICA",2500,3850,"Janeiro","2018"
3442017,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014481/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","04174026000107","LINHA COMERCIO E SERVICOS ELETRONICOS EIRELI","MEMORIA PORTATIL MICROCOMPUTADOR",250,9500,"Janeiro","2018"
3442017,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014481/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","03084315000152","AGASSI & BASSANELLI ALTERNATIVA ARTES GRAFICAS E EDITORA LTDA","PASTA ARQUIVO",2500,4800,"Janeiro","2018"
3442017,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014481/2017",26282,"UNIVERSIDADE FEDERAL DE VICOSA","00658540000167","DEBRIN BRASIL LTDA","PASTA EVENTOS",200,8928,"Janeiro","2018"
